Temperature (C)	Pressure (MPa)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
91.340	5.2591	479.57	0.0020852	13.649	13.836	49.759	47.214	107.76	791.49	0.38650	65.574	0.31625	0.0064209	44.982	0.022231	25.299	27.290	86.672	49.433	110.28	376.83	12.095	12.698	0.050949
92.340	5.3675	477.09	0.0020960	13.748	13.940	50.032	47.254	108.82	781.96	0.40373	64.818	0.31391	0.0062321	46.130	0.021678	25.275	27.257	86.468	49.689	112.41	375.83	11.965	12.767	0.051669
93.340	5.4776	474.57	0.0021072	13.847	14.044	50.307	47.297	109.94	772.37	0.42168	64.064	0.31157	0.0060443	47.311	0.021137	25.250	27.221	86.263	49.947	114.63	374.79	11.835	12.838	0.052416
94.340	5.5894	472.02	0.0021186	13.947	14.149	50.582	47.342	111.11	762.71	0.44038	63.312	0.30923	0.0058575	48.525	0.020608	25.223	27.185	86.055	50.208	116.96	373.74	11.707	12.910	0.053192
95.340	5.7029	469.43	0.0021303	14.048	14.255	50.859	47.390	112.34	752.98	0.45989	62.561	0.30689	0.0056717	49.774	0.020091	25.196	27.147	85.844	50.472	119.41	372.65	11.579	12.985	0.053999
96.340	5.8182	466.80	0.0021423	14.150	14.362	51.138	47.441	113.65	743.18	0.48027	61.812	0.30454	0.0054870	51.061	0.019585	25.167	27.107	85.632	50.739	121.99	371.54	11.452	13.061	0.054839
97.340	5.9352	464.13	0.0021546	14.252	14.470	51.417	47.495	115.02	733.30	0.50155	61.063	0.30219	0.0053033	52.386	0.019089	25.137	27.066	85.417	51.009	124.69	370.40	11.326	13.140	0.055714
98.340	6.0540	461.41	0.0021673	14.355	14.578	51.698	47.553	116.48	723.35	0.52382	60.316	0.29984	0.0051207	53.751	0.018604	25.106	27.024	85.199	51.283	127.55	369.24	11.201	13.221	0.056627
99.340	6.1745	458.66	0.0021803	14.459	14.688	51.981	47.614	118.03	713.32	0.54713	59.569	0.29749	0.0049393	55.159	0.018130	25.073	26.979	84.979	51.559	130.56	368.04	11.076	13.304	0.057581
100.34	6.2969	455.85	0.0021937	14.564	14.799	52.266	47.679	119.67	703.21	0.57156	58.822	0.29513	0.0047590	56.611	0.017665	25.039	26.933	84.756	51.838	133.75	366.82	10.952	13.390	0.058578
