Temperature (C)	Pressure (MPa)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
-51.000	0.0089101	652.68	0.0015321	5.0735	5.0743	31.654	87.710	123.16	1314.2	-0.48310	354.72	0.13888	0.021019	0.28237	3.5414	28.053	29.887	143.35	72.779	81.398	187.19	64.252	5.5249	0.010041
-50.000	0.0094668	651.71	0.0015344	5.1967	5.1975	32.207	87.824	123.33	1308.7	-0.48138	350.28	0.13841	0.020894	0.29877	3.3470	28.124	29.965	143.20	72.997	81.630	187.53	63.332	5.5492	0.010114
-49.000	0.010052	650.73	0.0015367	5.3201	5.3210	32.759	87.938	123.50	1303.1	-0.47965	345.93	0.13793	0.020769	0.31593	3.1652	28.195	30.044	143.06	73.216	81.863	187.87	62.430	5.5734	0.010187
-48.000	0.010667	649.75	0.0015390	5.4437	5.4446	33.309	88.055	123.68	1297.6	-0.47789	341.65	0.13746	0.020644	0.33389	2.9950	28.266	30.123	142.92	73.436	82.098	188.21	61.547	5.5977	0.010261
-47.000	0.011312	648.77	0.0015414	5.5674	5.5684	33.858	88.173	123.85	1292.1	-0.47611	337.46	0.13698	0.020519	0.35265	2.8356	28.338	30.202	142.78	73.658	82.335	188.55	60.682	5.6219	0.010335
-46.000	0.011990	647.79	0.0015437	5.6913	5.6924	34.404	88.292	124.03	1286.5	-0.47432	333.35	0.13651	0.020395	0.37226	2.6863	28.409	30.281	142.65	73.880	82.573	188.88	59.835	5.6460	0.010410
-45.000	0.012700	646.81	0.0015460	5.8154	5.8166	34.949	88.413	124.21	1281.0	-0.47250	329.31	0.13603	0.020270	0.39275	2.5462	28.481	30.360	142.53	74.104	82.813	189.21	59.005	5.6702	0.010485
-44.000	0.013445	645.83	0.0015484	5.9397	5.9409	35.493	88.536	124.40	1275.5	-0.47067	325.35	0.13556	0.020146	0.41413	2.4147	28.553	30.440	142.40	74.329	83.055	189.54	58.191	5.6943	0.010560
-43.000	0.014225	644.84	0.0015508	6.0642	6.0654	36.035	88.660	124.58	1269.9	-0.46881	321.45	0.13509	0.020022	0.43643	2.2913	28.625	30.519	142.29	74.554	83.298	189.86	57.394	5.7185	0.010635
-42.000	0.015042	643.86	0.0015531	6.1888	6.1902	36.575	88.786	124.77	1264.4	-0.46693	317.63	0.13461	0.019898	0.45970	2.1753	28.697	30.599	142.17	74.782	83.543	190.18	56.613	5.7425	0.010711
-41.000	0.015897	642.87	0.0015555	6.3136	6.3151	37.114	88.913	124.95	1258.9	-0.46503	313.88	0.13414	0.019774	0.48395	2.0663	28.769	30.678	142.06	75.010	83.790	190.50	55.848	5.7666	0.010787
-40.000	0.016791	641.88	0.0015579	6.4387	6.4402	37.652	89.041	125.14	1253.4	-0.46311	310.19	0.13367	0.019650	0.50921	1.9638	28.841	30.758	141.95	75.239	84.038	190.81	55.098	5.7906	0.010863
-39.000	0.017727	640.89	0.0015603	6.5639	6.5655	38.187	89.172	125.34	1247.8	-0.46117	306.57	0.13320	0.019526	0.53552	1.8673	28.914	30.838	141.85	75.470	84.288	191.12	54.363	5.8147	0.010940
-38.000	0.018704	639.89	0.0015628	6.6893	6.6910	38.722	89.303	125.53	1242.3	-0.45921	303.01	0.13272	0.019403	0.56291	1.7765	28.986	30.918	141.75	75.702	84.540	191.43	53.642	5.8387	0.011017
-37.000	0.019724	638.90	0.0015652	6.8149	6.8167	39.255	89.437	125.73	1236.8	-0.45722	299.52	0.13225	0.019279	0.59140	1.6909	29.059	30.998	141.65	75.934	84.794	191.73	52.936	5.8626	0.011094
-36.000	0.020790	637.91	0.0015676	6.9406	6.9425	39.786	89.571	125.92	1231.3	-0.45522	296.08	0.13178	0.019156	0.62104	1.6102	29.132	31.078	141.56	76.169	85.050	192.03	52.243	5.8866	0.011172
-35.000	0.021902	636.91	0.0015701	7.0666	7.0686	40.317	89.707	126.12	1225.8	-0.45319	292.70	0.13131	0.019033	0.65184	1.5341	29.205	31.158	141.47	76.404	85.307	192.33	51.564	5.9105	0.011250
-34.000	0.023062	635.91	0.0015726	7.1928	7.1949	40.845	89.845	126.33	1220.3	-0.45114	289.38	0.13084	0.018910	0.68386	1.4623	29.279	31.239	141.38	76.640	85.566	192.62	50.898	5.9344	0.011328
-33.000	0.024271	634.91	0.0015750	7.3192	7.3214	41.373	89.984	126.53	1214.8	-0.44907	286.11	0.13037	0.018787	0.71711	1.3945	29.352	31.319	141.30	76.878	85.827	192.91	50.246	5.9583	0.011406
-32.000	0.025531	633.91	0.0015775	7.4458	7.4481	41.899	90.125	126.74	1209.3	-0.44697	282.90	0.12991	0.018664	0.75163	1.3304	29.425	31.400	141.22	77.117	86.090	193.20	49.606	5.9822	0.011485
-31.000	0.026843	632.90	0.0015800	7.5726	7.5750	42.423	90.266	126.94	1203.8	-0.44485	279.75	0.12944	0.018542	0.78746	1.2699	29.499	31.480	141.14	77.357	86.355	193.48	48.978	6.0061	0.011564
-30.000	0.028210	631.89	0.0015825	7.6996	7.7022	42.947	90.410	127.15	1198.4	-0.44271	276.64	0.12897	0.018419	0.82463	1.2127	29.573	31.561	141.07	77.598	86.621	193.76	48.362	6.0299	0.011644
-29.000	0.029632	630.89	0.0015851	7.8268	7.8295	43.469	90.554	127.37	1192.9	-0.44054	273.58	0.12850	0.018297	0.86318	1.1585	29.647	31.642	141.00	77.840	86.890	194.04	47.759	6.0537	0.011724
-28.000	0.031111	629.88	0.0015876	7.9542	7.9571	43.990	90.701	127.58	1187.4	-0.43836	270.57	0.12804	0.018175	0.90314	1.1072	29.721	31.723	140.93	78.084	87.160	194.31	47.166	6.0775	0.011804
-27.000	0.032649	628.87	0.0015902	8.0818	8.0848	44.509	90.848	127.79	1181.9	-0.43614	267.62	0.12757	0.018053	0.94455	1.0587	29.795	31.804	140.87	78.328	87.432	194.58	46.585	6.1013	0.011884
-26.000	0.034248	627.85	0.0015927	8.2097	8.2128	45.028	90.997	128.01	1176.4	-0.43391	264.70	0.12711	0.017931	0.98745	1.0127	29.869	31.885	140.81	78.574	87.707	194.84	46.016	6.1250	0.011965
-25.000	0.035909	626.84	0.0015953	8.3377	8.3410	45.545	91.147	128.23	1171.0	-0.43164	261.84	0.12664	0.017809	1.0319	0.96911	29.943	31.966	140.75	78.821	87.983	195.10	45.457	6.1487	0.012046
-24.000	0.037635	625.82	0.0015979	8.4660	8.4695	46.061	91.299	128.45	1165.5	-0.42936	259.02	0.12618	0.017688	1.0779	0.92777	30.018	32.047	140.69	79.069	88.261	195.35	44.908	6.1725	0.012128
-23.000	0.039426	624.80	0.0016005	8.5945	8.5981	46.575	91.451	128.68	1160.0	-0.42705	256.24	0.12572	0.017566	1.1254	0.88855	30.092	32.129	140.64	79.319	88.540	195.61	44.370	6.1962	0.012210
-22.000	0.041285	623.78	0.0016031	8.7232	8.7270	47.089	91.606	128.90	1154.6	-0.42471	253.50	0.12525	0.017445	1.1747	0.85132	30.167	32.210	140.59	79.569	88.822	195.85	43.842	6.2198	0.012292
-21.000	0.043213	622.76	0.0016058	8.8521	8.8561	47.601	91.761	129.13	1149.1	-0.42235	250.81	0.12479	0.017324	1.2255	0.81596	30.242	32.291	140.54	79.821	89.106	196.10	43.324	6.2435	0.012374
-20.000	0.045213	621.73	0.0016084	8.9813	8.9855	48.112	91.918	129.36	1143.7	-0.41996	248.16	0.12433	0.017203	1.2782	0.78237	30.317	32.373	140.50	80.073	89.392	196.34	42.816	6.2672	0.012457
-19.000	0.047285	620.70	0.0016111	9.1107	9.1151	48.623	92.076	129.59	1138.2	-0.41755	245.54	0.12387	0.017082	1.3325	0.75045	30.392	32.455	140.46	80.327	89.680	196.57	42.317	6.2908	0.012540
-18.000	0.049433	619.67	0.0016138	9.2403	9.2449	49.132	92.235	129.82	1132.8	-0.41511	242.97	0.12341	0.016961	1.3887	0.72010	30.467	32.536	140.42	80.582	89.969	196.80	41.827	6.3144	0.012624
-17.000	0.051658	618.64	0.0016164	9.3701	9.3750	49.640	92.396	130.06	1127.3	-0.41264	240.44	0.12295	0.016840	1.4467	0.69123	30.543	32.618	140.38	80.838	90.261	197.03	41.347	6.3381	0.012708
-16.000	0.053962	617.61	0.0016192	9.5002	9.5053	50.146	92.558	130.30	1121.9	-0.41014	237.94	0.12250	0.016720	1.5066	0.66375	30.618	32.700	140.35	81.096	90.555	197.25	40.875	6.3617	0.012792
-15.000	0.056346	616.57	0.0016219	9.6305	9.6358	50.652	92.721	130.54	1116.5	-0.40762	235.48	0.12204	0.016600	1.5684	0.63759	30.694	32.782	140.31	81.354	90.851	197.47	40.412	6.3852	0.012876
-14.000	0.058814	615.53	0.0016246	9.7611	9.7666	51.157	92.885	130.78	1111.0	-0.40507	233.05	0.12159	0.016480	1.6322	0.61268	30.770	32.864	140.28	81.613	91.149	197.69	39.958	6.4088	0.012961
-13.000	0.061366	614.49	0.0016274	9.8918	9.8976	51.661	93.051	131.02	1105.6	-0.40249	230.66	0.12113	0.016360	1.6980	0.58894	30.845	32.946	140.26	81.874	91.449	197.89	39.512	6.4324	0.013047
-12.000	0.064005	613.45	0.0016301	10.023	10.029	52.163	93.218	131.27	1100.1	-0.39988	228.30	0.12068	0.016240	1.7658	0.56631	30.921	33.028	140.23	82.136	91.751	198.10	39.074	6.4560	0.013132
-11.000	0.066733	612.40	0.0016329	10.154	10.160	52.665	93.385	131.51	1094.7	-0.39725	225.98	0.12022	0.016120	1.8358	0.54474	30.997	33.110	140.21	82.399	92.055	198.30	38.644	6.4795	0.013218
-10.000	0.069552	611.35	0.0016357	10.286	10.292	53.166	93.555	131.76	1089.3	-0.39458	223.69	0.11977	0.016001	1.9078	0.52415	31.073	33.192	140.19	82.663	92.361	198.50	38.222	6.5031	0.013305
-9.0000	0.072465	610.30	0.0016385	10.417	10.424	53.666	93.725	132.01	1083.9	-0.39188	221.43	0.11932	0.015881	1.9821	0.50451	31.150	33.275	140.17	82.928	92.669	198.69	37.808	6.5266	0.013391
-8.0000	0.075472	609.25	0.0016414	10.549	10.557	54.164	93.896	132.27	1078.5	-0.38916	219.20	0.11887	0.015762	2.0586	0.48577	31.226	33.357	140.16	83.194	92.980	198.88	37.401	6.5501	0.013478
-7.0000	0.078577	608.19	0.0016442	10.682	10.689	54.662	94.069	132.52	1073.0	-0.38640	217.00	0.11842	0.015643	2.1374	0.46786	31.303	33.439	140.14	83.461	93.292	199.06	37.002	6.5737	0.013566
-6.0000	0.081782	607.14	0.0016471	10.814	10.822	55.159	94.243	132.78	1067.6	-0.38361	214.84	0.11798	0.015524	2.2185	0.45076	31.379	33.522	140.13	83.729	93.607	199.23	36.609	6.5972	0.013654
-5.0000	0.085089	606.08	0.0016500	10.947	10.955	55.655	94.418	133.04	1062.2	-0.38078	212.70	0.11753	0.015406	2.3020	0.43441	31.456	33.604	140.12	83.999	93.924	199.41	36.224	6.6207	0.013742
-4.0000	0.088499	605.01	0.0016529	11.080	11.088	56.150	94.593	133.30	1056.8	-0.37793	210.59	0.11708	0.015287	2.3879	0.41878	31.533	33.687	140.11	84.269	94.243	199.58	35.846	6.6442	0.013831
-3.0000	0.092016	603.95	0.0016558	11.213	11.222	56.645	94.771	133.57	1051.4	-0.37504	208.51	0.11664	0.015169	2.4763	0.40383	31.610	33.769	140.11	84.540	94.564	199.74	35.475	6.6678	0.013920
-2.0000	0.095641	602.88	0.0016587	11.347	11.356	57.138	94.949	133.83	1046.0	-0.37212	206.46	0.11619	0.015050	2.5672	0.38953	31.687	33.852	140.10	84.813	94.888	199.90	35.110	6.6913	0.014009
-1.0000	0.099377	601.81	0.0016617	11.480	11.490	57.631	95.128	134.10	1040.6	-0.36917	204.43	0.11575	0.014932	2.6606	0.37585	31.764	33.935	140.10	85.086	95.213	200.05	34.752	6.7148	0.014099
0.0000	0.10323	600.73	0.0016646	11.614	11.624	58.122	95.308	134.37	1035.2	-0.36618	202.43	0.11531	0.014814	2.7567	0.36275	31.841	34.017	140.10	85.361	95.541	200.20	34.400	6.7383	0.014189
1.0000	0.10719	599.65	0.0016676	11.749	11.759	58.613	95.490	134.64	1029.8	-0.36315	200.46	0.11487	0.014696	2.8555	0.35020	31.918	34.100	140.10	85.637	95.871	200.34	34.055	6.7619	0.014280
2.0000	0.11127	598.57	0.0016706	11.883	11.894	59.103	95.672	134.92	1024.4	-0.36009	198.51	0.11443	0.014579	2.9570	0.33818	31.996	34.183	140.11	85.913	96.204	200.48	33.715	6.7854	0.014371
3.0000	0.11547	597.49	0.0016737	12.018	12.029	59.592	95.855	135.19	1019.0	-0.35699	196.59	0.11399	0.014461	3.0613	0.32666	32.073	34.266	140.11	86.191	96.539	200.61	33.382	6.8090	0.014462
4.0000	0.11980	596.41	0.0016767	12.153	12.165	60.081	96.040	135.47	1013.6	-0.35385	194.69	0.11356	0.014344	3.1684	0.31562	32.151	34.348	140.12	86.470	96.876	200.74	33.055	6.8325	0.014554
5.0000	0.12425	595.32	0.0016798	12.289	12.301	60.568	96.225	135.75	1008.2	-0.35068	192.82	0.11312	0.014227	3.2783	0.30503	32.228	34.431	140.13	86.749	97.215	200.86	32.733	6.8561	0.014646
6.0000	0.12882	594.22	0.0016829	12.424	12.437	61.055	96.412	136.04	1002.8	-0.34747	190.96	0.11269	0.014110	3.3913	0.29488	32.306	34.514	140.14	87.030	97.557	200.98	32.418	6.8797	0.014739
7.0000	0.13353	593.13	0.0016860	12.560	12.573	61.541	96.599	136.32	997.45	-0.34422	189.14	0.11226	0.013993	3.5072	0.28513	32.384	34.597	140.16	87.312	97.901	201.09	32.107	6.9033	0.014832
8.0000	0.13837	592.03	0.0016891	12.696	12.710	62.027	96.788	136.61	992.07	-0.34093	187.33	0.11182	0.013877	3.6261	0.27578	32.462	34.680	140.17	87.594	98.248	201.20	31.803	6.9269	0.014926
9.0000	0.14334	590.93	0.0016922	12.833	12.847	62.511	96.977	136.90	986.69	-0.33760	185.55	0.11139	0.013760	3.7482	0.26680	32.540	34.763	140.19	87.878	98.597	201.30	31.503	6.9505	0.015020
10.000	0.14845	589.83	0.0016954	12.970	12.984	62.995	97.168	137.19	981.31	-0.33422	183.78	0.11097	0.013644	3.8734	0.25817	32.618	34.846	140.20	88.163	98.948	201.40	31.209	6.9742	0.015115
11.000	0.15370	588.72	0.0016986	13.107	13.122	63.478	97.359	137.49	975.93	-0.33081	182.04	0.11054	0.013528	4.0018	0.24989	32.696	34.929	140.22	88.448	99.302	201.49	30.921	6.9978	0.015210
12.000	0.15909	587.61	0.0017018	13.244	13.260	63.961	97.551	137.78	970.55	-0.32735	180.32	0.11011	0.013412	4.1336	0.24192	32.775	35.012	140.24	88.735	99.659	201.57	30.637	7.0215	0.015305
13.000	0.16463	586.49	0.0017051	13.382	13.398	64.443	97.744	138.08	965.18	-0.32385	178.62	0.10969	0.013296	4.2686	0.23427	32.853	35.095	140.27	89.022	100.02	201.65	30.358	7.0452	0.015401
14.000	0.17031	585.37	0.0017083	13.519	13.536	64.924	97.939	138.38	959.81	-0.32030	176.94	0.10926	0.013181	4.4071	0.22691	32.931	35.178	140.29	89.311	100.38	201.73	30.084	7.0690	0.015498
15.000	0.17615	584.25	0.0017116	13.658	13.675	65.404	98.134	138.69	954.44	-0.31671	175.28	0.10884	0.013065	4.5490	0.21983	33.010	35.261	140.32	89.600	100.74	201.79	29.815	7.0927	0.015594
16.000	0.18213	583.13	0.0017149	13.796	13.814	65.884	98.330	138.99	949.07	-0.31307	173.64	0.10842	0.012950	4.6944	0.21302	33.089	35.344	140.34	89.890	101.11	201.86	29.551	7.1165	0.015692
17.000	0.18827	582.00	0.0017182	13.935	13.954	66.363	98.526	139.30	943.70	-0.30938	172.02	0.10800	0.012835	4.8434	0.20647	33.167	35.427	140.37	90.181	101.48	201.91	29.292	7.1403	0.015790
18.000	0.19457	580.87	0.0017216	14.074	14.093	66.842	98.724	139.61	938.33	-0.30564	170.42	0.10758	0.012720	4.9961	0.20016	33.246	35.510	140.40	90.474	101.85	201.96	29.037	7.1642	0.015888
19.000	0.20103	579.73	0.0017249	14.213	14.233	67.320	98.923	139.92	932.97	-0.30185	168.83	0.10716	0.012605	5.1524	0.19408	33.325	35.593	140.43	90.767	102.23	202.01	28.786	7.1881	0.015988
20.000	0.20765	578.59	0.0017283	14.353	14.374	67.797	99.122	140.24	927.60	-0.29802	167.26	0.10675	0.012491	5.3126	0.18823	33.404	35.676	140.46	91.061	102.60	202.05	28.540	7.2120	0.016087
21.000	0.21444	577.45	0.0017318	14.493	14.514	68.274	99.322	140.56	922.24	-0.29413	165.71	0.10633	0.012377	5.4766	0.18260	33.483	35.759	140.50	91.356	102.98	202.08	28.298	7.2360	0.016187
22.000	0.22139	576.30	0.0017352	14.633	14.655	68.750	99.524	140.88	916.88	-0.29019	164.18	0.10592	0.012262	5.6444	0.17717	33.562	35.842	140.53	91.651	103.37	202.11	28.061	7.2600	0.016288
23.000	0.22852	575.15	0.0017387	14.774	14.797	69.226	99.726	141.20	911.51	-0.28619	162.66	0.10550	0.012148	5.8163	0.17193	33.641	35.924	140.57	91.948	103.75	202.13	27.828	7.2840	0.016389
24.000	0.23582	573.99	0.0017422	14.915	14.938	69.701	99.928	141.53	906.15	-0.28214	161.16	0.10509	0.012035	5.9922	0.16688	33.720	36.007	140.60	92.245	104.14	202.14	27.599	7.3081	0.016491
25.000	0.24329	572.83	0.0017457	15.056	15.080	70.175	100.13	141.86	900.79	-0.27803	159.68	0.10468	0.011921	6.1722	0.16202	33.799	36.090	140.64	92.544	104.53	202.15	27.374	7.3323	0.016593
26.000	0.25095	571.67	0.0017493	15.197	15.223	70.649	100.34	142.19	895.43	-0.27386	158.21	0.10428	0.011808	6.3565	0.15732	33.879	36.173	140.68	92.843	104.93	202.15	27.153	7.3565	0.016696
27.000	0.25878	570.50	0.0017528	15.339	15.365	71.123	100.54	142.52	890.07	-0.26964	156.76	0.10387	0.011694	6.5449	0.15279	33.958	36.256	140.72	93.143	105.33	202.15	26.935	7.3807	0.016800
28.000	0.26680	569.33	0.0017564	15.481	15.508	71.596	100.75	142.86	884.72	-0.26535	155.32	0.10347	0.011581	6.7377	0.14842	34.037	36.339	140.77	93.444	105.73	202.14	26.722	7.4050	0.016904
29.000	0.27501	568.16	0.0017601	15.624	15.652	72.068	100.95	143.20	879.36	-0.26100	153.90	0.10306	0.011468	6.9349	0.14420	34.117	36.422	140.81	93.746	106.13	202.12	26.513	7.4294	0.017009
30.000	0.28341	566.98	0.0017637	15.766	15.795	72.540	101.16	143.54	874.00	-0.25659	152.50	0.10266	0.011356	7.1366	0.14012	34.196	36.504	140.85	94.049	106.54	202.10	26.307	7.4538	0.017114
31.000	0.29200	565.79	0.0017674	15.909	15.939	73.011	101.37	143.88	868.64	-0.25211	151.10	0.10226	0.011243	7.3429	0.13619	34.276	36.587	140.90	94.352	106.95	202.07	26.105	7.4783	0.017221
32.000	0.30079	564.60	0.0017712	16.053	16.084	73.482	101.58	144.23	863.28	-0.24757	149.72	0.10186	0.011131	7.5538	0.13238	34.355	36.670	140.94	94.657	107.36	202.03	25.907	7.5029	0.017327
33.000	0.30978	563.41	0.0017749	16.197	16.229	73.953	101.79	144.58	857.92	-0.24296	148.36	0.10146	0.011019	7.7694	0.12871	34.435	36.752	140.99	94.962	107.78	201.99	25.712	7.5275	0.017435
34.000	0.31896	562.21	0.0017787	16.341	16.374	74.423	102.00	144.93	852.57	-0.23827	147.01	0.10106	0.010907	7.9898	0.12516	34.515	36.835	141.04	95.268	108.20	201.94	25.520	7.5522	0.017543
35.000	0.32836	561.01	0.0017825	16.485	16.519	74.892	102.21	145.29	847.21	-0.23352	145.67	0.10067	0.010795	8.2150	0.12173	34.594	36.917	141.09	95.575	108.62	201.89	25.332	7.5770	0.017652
36.000	0.33796	559.80	0.0017864	16.630	16.665	75.361	102.42	145.65	841.85	-0.22869	144.35	0.10028	0.010684	8.4453	0.11841	34.674	37.000	141.14	95.883	109.05	201.82	25.148	7.6018	0.017761
37.000	0.34777	558.59	0.0017902	16.775	16.811	75.830	102.64	146.01	836.49	-0.22379	143.03	0.099884	0.010573	8.6806	0.11520	34.754	37.082	141.19	96.191	109.48	201.75	24.967	7.6268	0.017871
38.000	0.35779	557.37	0.0017941	16.920	16.958	76.298	102.85	146.38	831.12	-0.21881	141.74	0.099493	0.010462	8.9210	0.11209	34.834	37.165	141.24	96.501	109.92	201.68	24.789	7.6518	0.017982
39.000	0.36803	556.15	0.0017981	17.066	17.104	76.766	103.07	146.75	825.76	-0.21375	140.45	0.099104	0.010351	9.1667	0.10909	34.913	37.247	141.29	96.811	110.36	201.59	24.615	7.6769	0.018094
40.000	0.37848	554.92	0.0018021	17.212	17.252	77.234	103.28	147.12	820.40	-0.20861	139.17	0.098716	0.010240	9.4176	0.10618	34.993	37.329	141.35	97.122	110.80	201.50	24.443	7.7021	0.018207
41.000	0.38916	553.68	0.0018061	17.358	17.399	77.701	103.50	147.49	815.04	-0.20338	137.91	0.098330	0.010130	9.6740	0.10337	35.073	37.411	141.40	97.433	111.24	201.40	24.275	7.7274	0.018320
42.000	0.40007	552.45	0.0018101	17.505	17.547	78.168	103.71	147.87	809.67	-0.19807	136.66	0.097945	0.010019	9.9359	0.10065	35.153	37.493	141.46	97.746	111.69	201.30	24.110	7.7528	0.018434
43.000	0.41120	551.20	0.0018142	17.652	17.696	78.634	103.93	148.25	804.30	-0.19268	135.42	0.097562	0.0099094	10.203	0.098007	35.233	37.575	141.51	98.059	112.15	201.19	23.948	7.7783	0.018549
44.000	0.42256	549.95	0.0018183	17.800	17.844	79.100	104.15	148.64	798.93	-0.18719	134.20	0.097180	0.0097995	10.476	0.095452	35.313	37.657	141.57	98.374	112.61	201.07	23.789	7.8039	0.018665
45.000	0.43416	548.70	0.0018225	17.948	17.994	79.566	104.37	149.03	793.56	-0.18161	132.98	0.096800	0.0096899	10.755	0.092976	35.393	37.739	141.63	98.689	113.07	200.94	23.633	7.8296	0.018781
46.000	0.44599	547.44	0.0018267	18.096	18.143	80.031	104.59	149.42	788.19	-0.17593	131.77	0.096421	0.0095805	11.040	0.090577	35.473	37.821	141.69	99.004	113.54	200.81	23.480	7.8555	0.018899
47.000	0.45807	546.17	0.0018309	18.244	18.293	80.496	104.81	149.82	782.82	-0.17016	130.58	0.096044	0.0094713	11.331	0.088253	35.553	37.902	141.75	99.321	114.01	200.66	23.330	7.8814	0.019017
48.000	0.47038	544.90	0.0018352	18.393	18.443	80.961	105.03	150.22	777.44	-0.16428	129.39	0.095669	0.0093623	11.628	0.085999	35.633	37.984	141.81	99.639	114.48	200.51	23.183	7.9075	0.019136
49.000	0.48294	543.62	0.0018395	18.542	18.594	81.425	105.25	150.62	772.06	-0.15830	128.22	0.095294	0.0092536	11.931	0.083814	35.713	38.065	141.87	99.957	114.96	200.36	23.039	7.9337	0.019256
50.000	0.49575	542.34	0.0018439	18.692	18.745	81.889	105.47	151.03	766.68	-0.15221	127.06	0.094922	0.0091451	12.241	0.081695	35.793	38.147	141.93	100.28	115.45	200.19	22.897	7.9600	0.019377
51.000	0.50882	541.05	0.0018483	18.842	18.897	82.353	105.70	151.44	761.29	-0.14602	125.90	0.094551	0.0090367	12.557	0.079640	35.873	38.228	141.99	100.60	115.94	200.02	22.759	7.9865	0.019499
52.000	0.52213	539.75	0.0018527	18.992	19.049	82.817	105.92	151.86	755.91	-0.13971	124.76	0.094181	0.0089287	12.879	0.077646	35.953	38.309	142.05	100.92	116.43	199.84	22.623	8.0131	0.019622
