Temperature (C)	Pressure (MPa)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
-31.000	0.044507	614.67	0.0016269	7.6415	7.6457	42.714	86.108	123.95	1138.7	-0.44375	289.95	0.11122	0.016441	1.3150	0.76048	27.855	29.822	134.29	74.380	83.641	192.78	42.544	6.1154	0.011486
-30.000	0.046622	613.61	0.0016297	7.7655	7.7699	43.225	86.292	124.20	1132.9	-0.44102	286.17	0.11080	0.016323	1.3729	0.72839	27.924	29.898	134.23	74.653	83.948	193.02	42.041	6.1395	0.011573
-29.000	0.048817	612.55	0.0016325	7.8897	7.8943	43.735	86.478	124.46	1127.1	-0.43826	282.46	0.11038	0.016206	1.4328	0.69794	27.994	29.974	134.17	74.927	84.256	193.25	41.547	6.1636	0.011660
-28.000	0.051092	611.48	0.0016354	8.0142	8.0190	44.244	86.664	124.72	1121.3	-0.43548	278.82	0.10996	0.016089	1.4947	0.66902	28.064	30.051	134.11	75.202	84.567	193.48	41.063	6.1877	0.011747
-27.000	0.053451	610.42	0.0016382	8.1389	8.1440	44.752	86.851	124.98	1115.6	-0.43267	275.24	0.10955	0.015971	1.5587	0.64155	28.134	30.127	134.06	75.477	84.879	193.70	40.588	6.2118	0.011835
-26.000	0.055895	609.35	0.0016411	8.2639	8.2693	45.258	87.039	125.24	1109.8	-0.42983	271.72	0.10913	0.015854	1.6248	0.61544	28.205	30.204	134.01	75.754	85.193	193.92	40.122	6.2359	0.011923
-25.000	0.058427	608.27	0.0016440	8.3892	8.3948	45.764	87.229	125.50	1104.0	-0.42696	268.27	0.10872	0.015737	1.6931	0.59062	28.275	30.281	133.96	76.032	85.509	194.14	39.665	6.2600	0.012011
-24.000	0.061049	607.20	0.0016469	8.5147	8.5205	46.269	87.419	125.77	1098.3	-0.42407	264.88	0.10830	0.015620	1.7636	0.56701	28.346	30.358	133.92	76.311	85.827	194.35	39.217	6.2841	0.012099
-23.000	0.063762	606.12	0.0016498	8.6405	8.6466	46.773	87.610	126.04	1092.5	-0.42114	261.55	0.10789	0.015503	1.8364	0.54455	28.416	30.435	133.87	76.590	86.147	194.55	38.778	6.3081	0.012187
-22.000	0.066570	605.04	0.0016528	8.7665	8.7729	47.276	87.802	126.31	1086.8	-0.41819	258.28	0.10747	0.015386	1.9115	0.52316	28.487	30.512	133.83	76.871	86.469	194.76	38.346	6.3322	0.012276
-21.000	0.069474	603.96	0.0016557	8.8928	8.8995	47.778	87.995	126.58	1081.0	-0.41521	255.06	0.10706	0.015269	1.9889	0.50279	28.558	30.589	133.79	77.152	86.793	194.95	37.923	6.3563	0.012365
-20.000	0.072477	602.88	0.0016587	9.0194	9.0264	48.279	88.189	126.85	1075.3	-0.41219	251.90	0.10665	0.015152	2.0687	0.48339	28.629	30.666	133.76	77.435	87.119	195.14	37.508	6.3803	0.012454
-19.000	0.075581	601.79	0.0016617	9.1462	9.1535	48.779	88.383	127.12	1069.6	-0.40915	248.79	0.10624	0.015036	2.1511	0.46489	28.701	30.743	133.73	77.718	87.447	195.33	37.101	6.4044	0.012544
-18.000	0.078788	600.70	0.0016647	9.2733	9.2809	49.278	88.579	127.40	1063.8	-0.40607	245.74	0.10583	0.014919	2.2359	0.44725	28.772	30.820	133.70	78.003	87.777	195.51	36.701	6.4285	0.012633
-17.000	0.082101	599.61	0.0016678	9.4007	9.4086	49.776	88.776	127.67	1058.1	-0.40296	242.73	0.10542	0.014802	2.3233	0.43042	28.843	30.897	133.67	78.288	88.110	195.69	36.309	6.4525	0.012724
-16.000	0.085522	598.51	0.0016708	9.5283	9.5366	50.274	88.973	127.95	1052.4	-0.39981	239.78	0.10501	0.014686	2.4133	0.41437	28.915	30.975	133.64	78.574	88.444	195.86	35.924	6.4766	0.012814
-15.000	0.089053	597.41	0.0016739	9.6562	9.6649	50.770	89.172	128.23	1046.7	-0.39663	236.88	0.10461	0.014570	2.5060	0.39904	28.987	31.052	133.62	78.862	88.780	196.03	35.546	6.5007	0.012904
-14.000	0.092697	596.31	0.0016770	9.7844	9.7935	51.266	89.371	128.52	1041.0	-0.39342	234.02	0.10420	0.014453	2.6015	0.38440	29.059	31.130	133.60	79.150	89.119	196.19	35.176	6.5248	0.012995
-13.000	0.096456	595.21	0.0016801	9.9129	9.9223	51.761	89.571	128.80	1035.3	-0.39017	231.22	0.10380	0.014337	2.6997	0.37041	29.131	31.207	133.58	79.439	89.460	196.34	34.812	6.5489	0.013086
-12.000	0.10033	594.10	0.0016832	10.042	10.051	52.255	89.773	129.09	1029.6	-0.38689	228.45	0.10339	0.014221	2.8008	0.35704	29.203	31.285	133.56	79.729	89.803	196.49	34.455	6.5730	0.013178
-11.000	0.10433	592.99	0.0016864	10.171	10.181	52.748	89.975	129.38	1023.9	-0.38357	225.74	0.10299	0.014105	2.9048	0.34426	29.275	31.362	133.55	80.020	90.148	196.64	34.104	6.5972	0.013269
-10.000	0.10845	591.88	0.0016895	10.300	10.311	53.240	90.178	129.67	1018.2	-0.38021	223.07	0.10259	0.013989	3.0117	0.33204	29.347	31.440	133.54	80.312	90.496	196.78	33.760	6.6213	0.013361
-9.0000	0.11269	590.76	0.0016927	10.430	10.441	53.732	90.381	129.96	1012.5	-0.37681	220.44	0.10219	0.013873	3.1216	0.32034	29.420	31.518	133.52	80.605	90.846	196.91	33.423	6.6455	0.013454
-8.0000	0.11707	589.64	0.0016959	10.559	10.571	54.223	90.586	130.25	1006.8	-0.37338	217.85	0.10179	0.013758	3.2347	0.30915	29.492	31.596	133.52	80.899	91.198	197.04	33.091	6.6697	0.013546
-7.0000	0.12157	588.52	0.0016992	10.690	10.702	54.713	90.792	130.55	1001.1	-0.36990	215.30	0.10139	0.013642	3.3508	0.29843	29.565	31.674	133.51	81.194	91.553	197.17	32.766	6.6939	0.013639
-6.0000	0.12621	587.40	0.0017024	10.820	10.832	55.202	90.998	130.84	995.45	-0.36638	212.80	0.10099	0.013526	3.4702	0.28817	29.638	31.751	133.51	81.490	91.909	197.29	32.446	6.7181	0.013732
-5.0000	0.13098	586.27	0.0017057	10.951	10.964	55.690	91.206	131.14	989.78	-0.36282	210.33	0.10060	0.013411	3.5928	0.27833	29.710	31.829	133.50	81.787	92.269	197.40	32.133	6.7424	0.013826
-4.0000	0.13589	585.14	0.0017090	11.082	11.095	56.178	91.414	131.45	984.11	-0.35922	207.90	0.10020	0.013296	3.7188	0.26891	29.783	31.907	133.50	82.085	92.631	197.50	31.825	6.7667	0.013920
-3.0000	0.14094	584.00	0.0017123	11.213	11.227	56.665	91.623	131.75	978.44	-0.35558	205.51	0.099808	0.013180	3.8481	0.25987	29.856	31.985	133.50	82.383	92.995	197.61	31.522	6.7910	0.014014
-2.0000	0.14613	582.86	0.0017157	11.345	11.359	57.152	91.833	132.06	972.78	-0.35189	203.16	0.099415	0.013065	3.9808	0.25120	29.930	32.063	133.51	82.683	93.362	197.70	31.226	6.8153	0.014109
-1.0000	0.15147	581.72	0.0017190	11.477	11.492	57.637	92.044	132.36	967.11	-0.34815	200.84	0.099023	0.012950	4.1171	0.24289	30.003	32.141	133.51	82.983	93.731	197.79	30.934	6.8397	0.014204
0.0000	0.15696	580.58	0.0017224	11.609	11.624	58.122	92.256	132.68	961.46	-0.34437	198.56	0.098632	0.012835	4.2570	0.23491	30.076	32.219	133.52	83.285	94.103	197.87	30.648	6.8642	0.014299
1.0000	0.16259	579.43	0.0017258	11.741	11.758	58.606	92.468	132.99	955.80	-0.34054	196.32	0.098242	0.012721	4.4004	0.22725	30.150	32.297	133.53	83.587	94.477	197.95	30.367	6.8886	0.014394
2.0000	0.16839	578.28	0.0017293	11.874	11.891	59.090	92.681	133.30	950.15	-0.33666	194.10	0.097854	0.012606	4.5476	0.21989	30.223	32.375	133.54	83.891	94.854	198.02	30.092	6.9132	0.014490
3.0000	0.17434	577.12	0.0017327	12.007	12.025	59.573	92.896	133.62	944.50	-0.33273	191.92	0.097466	0.012491	4.6986	0.21283	30.297	32.454	133.55	84.195	95.234	198.09	29.821	6.9377	0.014587
4.0000	0.18045	575.96	0.0017362	12.140	12.159	60.055	93.111	133.94	938.85	-0.32875	189.78	0.097080	0.012377	4.8534	0.20604	30.371	32.532	133.56	84.500	95.616	198.15	29.555	6.9623	0.014684
5.0000	0.18672	574.80	0.0017397	12.274	12.293	60.537	93.327	134.26	933.21	-0.32472	187.66	0.096695	0.012263	5.0121	0.19952	30.445	32.610	133.58	84.806	96.002	198.20	29.294	6.9870	0.014781
6.0000	0.19316	573.63	0.0017433	12.408	12.428	61.018	93.543	134.58	927.57	-0.32063	185.58	0.096311	0.012149	5.1749	0.19324	30.518	32.688	133.60	85.113	96.389	198.25	29.038	7.0117	0.014878
7.0000	0.19976	572.46	0.0017468	12.543	12.563	61.499	93.761	134.91	921.93	-0.31649	183.53	0.095929	0.012034	5.3416	0.18721	30.592	32.766	133.61	85.421	96.780	198.29	28.786	7.0365	0.014976
8.0000	0.20654	571.28	0.0017504	12.677	12.698	61.978	93.979	135.24	916.29	-0.31229	181.50	0.095547	0.011920	5.5125	0.18140	30.667	32.844	133.63	85.730	97.174	198.33	28.539	7.0613	0.015075
9.0000	0.21349	570.11	0.0017541	12.812	12.834	62.458	94.198	135.57	910.65	-0.30804	179.51	0.095167	0.011807	5.6876	0.17582	30.741	32.922	133.66	86.040	97.571	198.36	28.296	7.0862	0.015173
10.000	0.22061	568.92	0.0017577	12.947	12.970	62.936	94.418	135.90	905.02	-0.30373	177.54	0.094788	0.011693	5.8670	0.17044	30.815	33.000	133.68	86.350	97.970	198.38	28.058	7.1112	0.015273
11.000	0.22792	567.74	0.0017614	13.083	13.106	63.415	94.639	136.24	899.39	-0.29935	175.60	0.094411	0.011579	6.0507	0.16527	30.889	33.079	133.70	86.662	98.373	198.39	27.824	7.1362	0.015372
12.000	0.23541	566.55	0.0017651	13.219	13.243	63.892	94.861	136.58	893.76	-0.29492	173.69	0.094034	0.011466	6.2389	0.16028	30.964	33.157	133.73	86.975	98.778	198.40	27.594	7.1614	0.015473
13.000	0.24308	565.35	0.0017688	13.355	13.380	64.369	95.083	136.92	888.13	-0.29042	171.81	0.093659	0.011353	6.4316	0.15548	31.038	33.235	133.76	87.288	99.187	198.41	27.369	7.1866	0.015573
14.000	0.25094	564.15	0.0017726	13.492	13.517	64.846	95.306	137.26	882.50	-0.28586	169.96	0.093285	0.011240	6.6288	0.15086	31.113	33.313	133.78	87.602	99.599	198.40	27.148	7.2118	0.015675
15.000	0.25899	562.95	0.0017764	13.628	13.655	65.322	95.530	137.61	876.87	-0.28123	168.12	0.092913	0.011127	6.8308	0.14640	31.187	33.391	133.81	87.918	100.01	198.39	26.930	7.2372	0.015776
16.000	0.26724	561.74	0.0017802	13.766	13.793	65.797	95.755	137.96	871.25	-0.27653	166.32	0.092542	0.011014	7.0375	0.14210	31.262	33.469	133.84	88.234	100.43	198.37	26.717	7.2627	0.015878
17.000	0.27568	560.53	0.0017840	13.903	13.932	66.272	95.980	138.31	865.62	-0.27176	164.54	0.092172	0.010901	7.2490	0.13795	31.337	33.547	133.88	88.551	100.85	198.35	26.508	7.2882	0.015981
18.000	0.28432	559.31	0.0017879	14.041	14.071	66.747	96.207	138.67	860.00	-0.26692	162.78	0.091804	0.010788	7.4654	0.13395	31.411	33.625	133.91	88.869	101.28	198.32	26.302	7.3138	0.016084
19.000	0.29317	558.09	0.0017918	14.179	14.210	67.221	96.434	139.03	854.38	-0.26200	161.05	0.091436	0.010676	7.6869	0.13009	31.486	33.703	133.94	89.187	101.71	198.28	26.100	7.3396	0.016188
20.000	0.30222	556.86	0.0017958	14.318	14.349	67.694	96.661	139.39	848.76	-0.25701	159.34	0.091071	0.010564	7.9134	0.12637	31.561	33.781	133.98	89.507	102.14	198.24	25.902	7.3654	0.016292
21.000	0.31148	555.63	0.0017998	14.457	14.489	68.167	96.890	139.75	843.14	-0.25194	157.65	0.090706	0.010451	8.1452	0.12277	31.636	33.859	134.02	89.828	102.58	198.18	25.708	7.3914	0.016397
22.000	0.32095	554.39	0.0018038	14.596	14.629	68.640	97.119	140.12	837.51	-0.24679	155.99	0.090343	0.010339	8.3822	0.11930	31.711	33.937	134.06	90.149	103.01	198.13	25.517	7.4175	0.016503
23.000	0.33064	553.15	0.0018078	14.735	14.770	69.112	97.350	140.49	831.89	-0.24156	154.35	0.089981	0.010228	8.6246	0.11595	31.786	34.015	134.09	90.471	103.46	198.06	25.330	7.4437	0.016609
24.000	0.34054	551.90	0.0018119	14.875	14.911	69.584	97.580	140.86	826.27	-0.23625	152.73	0.089621	0.010116	8.8724	0.11271	31.861	34.092	134.13	90.795	103.90	197.99	25.146	7.4700	0.016716
25.000	0.35067	550.65	0.0018160	15.015	15.052	70.056	97.812	141.24	820.65	-0.23085	151.13	0.089262	0.010004	9.1258	0.10958	31.937	34.170	134.18	91.119	104.36	197.90	24.966	7.4965	0.016823
26.000	0.36102	549.39	0.0018202	15.156	15.194	70.527	98.045	141.62	815.03	-0.22535	149.55	0.088905	0.0098931	9.3849	0.10655	32.012	34.248	134.22	91.444	104.81	197.82	24.789	7.5230	0.016931
27.000	0.37160	548.13	0.0018244	15.297	15.336	70.997	98.278	142.00	809.41	-0.21977	147.99	0.088549	0.0097820	9.6497	0.10363	32.087	34.325	134.26	91.770	105.27	197.72	24.615	7.5498	0.017040
28.000	0.38240	546.86	0.0018286	15.438	15.479	71.467	98.512	142.39	803.79	-0.21409	146.45	0.088194	0.0096710	9.9204	0.10080	32.162	34.403	134.31	92.097	105.73	197.62	24.445	7.5766	0.017150
29.000	0.39344	545.59	0.0018329	15.580	15.622	71.937	98.746	142.78	798.16	-0.20832	144.93	0.087841	0.0095601	10.197	0.098067	32.238	34.480	134.35	92.425	106.20	197.51	24.278	7.6037	0.017260
30.000	0.40472	544.31	0.0018372	15.722	15.765	72.407	98.982	143.17	792.54	-0.20245	143.43	0.087489	0.0094495	10.480	0.095422	32.313	34.558	134.40	92.753	106.67	197.39	24.114	7.6308	0.017371
31.000	0.41624	543.03	0.0018415	15.864	15.909	72.876	99.218	143.57	786.91	-0.19647	141.95	0.087139	0.0093390	10.769	0.092862	32.388	34.635	134.44	93.083	107.15	197.26	23.953	7.6582	0.017482
32.000	0.42800	541.74	0.0018459	16.007	16.053	73.345	99.455	143.97	781.29	-0.19039	140.49	0.086790	0.0092287	11.064	0.090384	32.464	34.712	134.49	93.413	107.63	197.13	23.796	7.6857	0.017595
33.000	0.44001	540.44	0.0018503	16.150	16.197	73.813	99.693	144.38	775.66	-0.18419	139.04	0.086442	0.0091186	11.365	0.087986	32.539	34.789	134.54	93.745	108.11	196.99	23.641	7.7134	0.017708
34.000	0.45226	539.14	0.0018548	16.294	16.342	74.282	99.931	144.79	770.03	-0.17789	137.61	0.086096	0.0090086	11.674	0.085663	32.615	34.866	134.59	94.077	108.60	196.84	23.490	7.7412	0.017822
35.000	0.46477	537.83	0.0018593	16.437	16.488	74.750	100.17	145.20	764.40	-0.17147	136.20	0.085752	0.0088989	11.988	0.083414	32.690	34.943	134.64	94.411	109.10	196.68	23.341	7.7693	0.017937
36.000	0.47753	536.51	0.0018639	16.582	16.633	75.217	100.41	145.62	758.76	-0.16493	134.81	0.085409	0.0087893	12.310	0.081236	32.766	35.020	134.69	94.745	109.60	196.51	23.196	7.7975	0.018052
37.000	0.49055	535.19	0.0018685	16.726	16.780	75.685	100.65	146.04	753.13	-0.15827	133.43	0.085067	0.0086800	12.638	0.079125	32.841	35.097	134.75	95.080	110.11	196.34	23.053	7.8259	0.018169
38.000	0.50384	533.86	0.0018731	16.871	16.926	76.152	100.89	146.47	747.49	-0.15148	132.07	0.084727	0.0085708	12.974	0.077079	32.917	35.174	134.80	95.417	110.62	196.16	22.913	7.8546	0.018286
39.000	0.51739	532.53	0.0018778	17.017	17.073	76.619	101.13	146.90	741.85	-0.14456	130.72	0.084388	0.0084619	13.316	0.075096	32.992	35.250	134.85	95.754	111.13	195.97	22.776	7.8835	0.018405
40.000	0.53121	531.19	0.0018826	17.162	17.220	77.085	101.38	147.34	736.20	-0.13751	129.39	0.084051	0.0083531	13.666	0.073174	33.067	35.327	134.91	96.092	111.65	195.77	22.642	7.9125	0.018524
41.000	0.54530	529.84	0.0018874	17.308	17.368	77.552	101.62	147.78	730.56	-0.13031	128.08	0.083715	0.0082445	14.023	0.071310	33.143	35.403	134.96	96.431	112.18	195.56	22.510	7.9419	0.018645
42.000	0.55966	528.48	0.0018922	17.455	17.517	78.018	101.87	148.22	724.90	-0.12298	126.78	0.083381	0.0081362	14.388	0.069503	33.218	35.479	135.02	96.771	112.72	195.34	22.381	7.9714	0.018766
43.000	0.57431	527.12	0.0018971	17.602	17.665	78.484	102.11	148.67	719.25	-0.11549	125.49	0.083048	0.0080281	14.760	0.067749	33.294	35.555	135.07	97.112	113.26	195.12	22.255	8.0012	0.018888
44.000	0.58923	525.75	0.0019020	17.749	17.814	78.950	102.36	149.13	713.59	-0.10785	124.22	0.082717	0.0079202	15.141	0.066047	33.369	35.631	135.13	97.454	113.80	194.88	22.132	8.0313	0.019012
45.000	0.60444	524.37	0.0019070	17.897	17.964	79.415	102.60	149.59	707.93	-0.10005	122.96	0.082387	0.0078125	15.529	0.064396	33.445	35.707	135.18	97.797	114.35	194.64	22.011	8.0616	0.019136
46.000	0.61994	522.99	0.0019121	18.045	18.114	79.881	102.85	150.06	702.27	-0.092093	121.72	0.082059	0.0077050	15.925	0.062793	33.520	35.783	135.24	98.141	114.91	194.39	21.893	8.0922	0.019262
47.000	0.63574	521.60	0.0019172	18.194	18.265	80.346	103.10	150.53	696.60	-0.083962	120.48	0.081732	0.0075978	16.330	0.061237	33.595	35.858	135.30	98.485	115.48	194.13	21.777	8.1231	0.019389
48.000	0.65182	520.20	0.0019224	18.343	18.415	80.811	103.35	151.01	690.92	-0.075657	119.27	0.081407	0.0074907	16.743	0.059726	33.671	35.933	135.36	98.831	116.05	193.86	21.664	8.1543	0.019517
49.000	0.66821	518.79	0.0019276	18.492	18.567	81.276	103.60	151.49	685.24	-0.067170	118.06	0.081083	0.0073840	17.165	0.058259	33.746	36.009	135.42	99.177	116.63	193.58	21.554	8.1858	0.019646
50.000	0.68490	517.37	0.0019328	18.642	18.719	81.741	103.85	151.98	679.56	-0.058495	116.87	0.080761	0.0072774	17.595	0.056833	33.821	36.084	135.48	99.523	117.22	193.29	21.446	8.2176	0.019777
51.000	0.70189	515.95	0.0019382	18.792	18.871	82.206	104.10	152.48	673.87	-0.049626	115.69	0.080441	0.0071711	18.035	0.055448	33.896	36.158	135.54	99.871	117.81	192.99	21.341	8.2497	0.019909
52.000	0.71919	514.51	0.0019436	18.943	19.024	82.671	104.35	152.98	668.17	-0.040556	114.52	0.080121	0.0070651	18.484	0.054102	33.971	36.233	135.60	100.22	118.41	192.68	21.238	8.2821	0.020042
53.000	0.73681	513.07	0.0019491	19.094	19.177	83.136	104.61	153.49	662.47	-0.031277	113.36	0.079804	0.0069593	18.941	0.052794	34.046	36.307	135.66	100.57	119.02	192.37	21.138	8.3149	0.020176
54.000	0.75474	511.62	0.0019546	19.245	19.331	83.601	104.86	154.00	656.76	-0.021783	112.22	0.079488	0.0068537	19.409	0.051522	34.121	36.382	135.72	100.92	119.64	192.04	21.041	8.3481	0.020312
55.000	0.77299	510.16	0.0019602	19.397	19.485	84.065	105.12	154.53	651.05	-0.012063	111.08	0.079173	0.0067484	19.886	0.050286	34.196	36.456	135.78	101.26	120.26	191.70	20.946	8.3817	0.020450
56.000	0.79156	508.69	0.0019658	19.550	19.640	84.530	105.37	155.06	645.33	-0.0021116	109.96	0.078860	0.0066434	20.373	0.049084	34.271	36.529	135.84	101.61	120.90	191.35	20.854	8.4156	0.020589
57.000	0.81046	507.21	0.0019716	19.703	19.796	84.994	105.63	155.60	639.60	0.0080817	108.84	0.078549	0.0065386	20.871	0.047914	34.346	36.603	135.90	101.96	121.54	191.00	20.765	8.4499	0.020729
58.000	0.82969	505.72	0.0019774	19.856	19.951	85.459	105.89	156.15	633.87	0.018526	107.74	0.078239	0.0064341	21.378	0.046776	34.420	36.676	135.96	102.31	122.19	190.63	20.678	8.4847	0.020871
59.000	0.84926	504.22	0.0019833	20.010	20.108	85.924	106.15	156.70	628.12	0.029230	106.65	0.077930	0.0063299	21.897	0.045669	34.495	36.749	136.03	102.66	122.85	190.25	20.594	8.5199	0.021015
60.000	0.86916	502.71	0.0019892	20.164	20.265	86.388	106.40	157.27	622.37	0.040206	105.56	0.077623	0.0062260	22.426	0.044592	34.569	36.822	136.09	103.01	123.52	189.86	20.513	8.5555	0.021161
61.000	0.88940	501.19	0.0019953	20.319	20.422	86.853	106.67	157.84	616.61	0.051462	104.49	0.077318	0.0061223	22.966	0.043543	34.644	36.895	136.15	103.36	124.21	189.46	20.435	8.5916	0.021308
62.000	0.90999	499.66	0.0020014	20.474	20.580	87.318	106.93	158.42	610.85	0.063012	103.43	0.077014	0.0060189	23.517	0.042522	34.718	36.967	136.21	103.71	124.90	189.05	20.359	8.6281	0.021457
63.000	0.93092	498.12	0.0020076	20.630	20.739	87.783	107.19	159.01	605.07	0.074866	102.37	0.076711	0.0059158	24.080	0.041528	34.792	37.039	136.27	104.06	125.60	188.63	20.286	8.6652	0.021608
64.000	0.95221	496.56	0.0020138	20.786	20.898	88.248	107.45	159.61	599.28	0.087038	101.33	0.076411	0.0058131	24.655	0.040559	34.866	37.110	136.34	104.41	126.31	188.19	20.216	8.7028	0.021761
